sale_id,customer_id,product_id,fecha_venta,quantity,unit_price,discount,channel,payment_method,country
300874,145,59,21/10/2025 00:00,5,440.59,0,Marketplace,Efectivo,Colombia
300877,7,30,23/12/2024 00:00,5,1767,0,Marketplace,Transferencia,Colombia
300881,120,9,26/10/2025 00:00,5,82.35,0,Distribuidor,Yape/Plin,Colombia
300882,175,14,29/08/2024 00:00,5,70.18,0,Distribuidor,Transferencia,Colombia
300887,72,32,26/03/2023 00:00,5,453.47,0,Web,Yape/Plin,Colombia
300888,43,22,27/04/2025 00:00,5,29.83,0,Distribuidor,Yape/Plin,Colombia
100216,230,12,19/03/2024 00:00,5,119.92,0,Distribuidor,Tarjeta,Perú
100058,77,60,12/02/2023 00:00,5,417.71,0,Distribuidor,Efectivo,Perú
100230,105,9,15/09/2023 00:00,5,78.29,0,Marketplace,Efectivo,Perú
100002,47,37,03/09/2023 00:00,5,57.57,0,Web,Tarjeta,Perú
100177,105,20,16/11/2023 00:00,5,36.93,0,Distribuidor,Efectivo,Perú
100007,95,48,24/09/2023 00:00,5,242.03,0,Marketplace,Transferencia,Perú
100227,186,46,04/12/2024 00:00,5,48384,0,Web,Tarjeta,Perú
100182,62,36,06/12/2025 00:00,5,121.78,0,Tienda,Tarjeta,Perú
100214,195,2,02/02/2024 00:00,5,867.57,0,Web,Tarjeta,Perú
100076,149,32,15/02/2024 00:00,5,490.39,0,Tienda,Tarjeta,Perú
100196,20,40,06/08/2024 00:00,5,110.46,0,Tienda,Efectivo,Perú
100191,225,24,18/01/2025 00:00,5,537.72,0,Web,Yape/Plin,Perú
100201,225,11,27/09/2025 00:00,5,171.26,0,Tienda,Efectivo,Perú
100107,41,39,29/01/2025 00:00,5,280.4,0,Web,Yape/Plin,Perú
100051,25,20,20/08/2023 00:00,5,42.01,0,Marketplace,Tarjeta,Perú
100030,83,4,03/08/2023 00:00,5,18.79,0,Distribuidor,Efectivo,Perú
100125,83,21,03/08/2024 00:00,5,120.32,0,Marketplace,Tarjeta,Perú
100142,83,35,19/06/2025 00:00,5,527.14,0,Web,Transferencia,Perú
100174,184,9,13/04/2025 00:00,5,93.62,0,Tienda,Tarjeta,Perú
100154,199,39,28/04/2025 00:00,5,302.71,0,Web,Efectivo,Perú
100046,166,31,14/09/2023 00:00,5,503.67,0,Marketplace,Efectivo,Perú
100179,166,9,21/03/2025 00:00,5,93.64,0,Marketplace,Yape/Plin,Perú
100050,212,5,26/12/2024 00:00,5,43.24,0,Distribuidor,Transferencia,Perú
100237,197,54,09/09/2024 00:00,5,582.45,0,Marketplace,Tarjeta,Perú
100060,161,22,16/09/2023 00:00,5,2968,0,Web,Yape/Plin,Perú
100061,205,47,23/09/2023 00:00,5,54423,0,Tienda,Yape/Plin,Perú
100140,172,13,13/07/2024 00:00,5,28.87,0,Distribuidor,Transferencia,Perú
100086,164,46,14/11/2023 00:00,5,513.8,0,Tienda,Yape/Plin,Perú
100144,228,27,26/09/2025 00:00,5,15764,0,Web,Tarjeta,Perú
100158,92,30,20/06/2024 00:00,5,170.07,0,Marketplace,Tarjeta,Perú
100104,162,45,31/12/2025 00:00,5,595.57,0,Distribuidor,Tarjeta,Perú
100252,113,43,12/01/2025 00:00,5,226,0,Tienda,Efectivo,Perú
100261,110,4,23/12/2024 00:00,5,18.05,0,Distribuidor,Tarjeta,Perú
100265,62,9,30/11/2023 00:00,5,90.11,0,Tienda,Transferencia,Perú
100272,164,53,07/08/2025 00:00,5,214.59,0,Web,Tarjeta,Perú
100273,224,50,24/05/2024 00:00,5,16783,0,Web,Yape/Plin,Perú
100275,195,51,16/02/2024 00:00,5,585.59,0,Web,Efectivo,Perú
100296,230,44,08/02/2023 00:00,5,592.49,0,Web,Efectivo,Perú
100298,124,25,17/07/2023 00:00,5,25903,0,Tienda,Efectivo,Perú
100300,226,13,13/11/2025 00:00,5,27.79,0,Marketplace,Transferencia,Perú
100302,48,28,16/12/2023 00:00,5,222.72,0,Marketplace,Tarjeta,Perú
100307,174,21,20/07/2024 00:00,5,10997,0,Web,Tarjeta,Perú
100319,63,30,10/01/2025 00:00,5,180.1,0,Marketplace,Yape/Plin,Perú
100320,186,8,13/03/2025 00:00,5,4972,0,Tienda,Transferencia,Perú
100323,71,40,09/06/2023 00:00,5,117.51,0,Tienda,Tarjeta,Perú
100333,30,34,27/12/2025 00:00,5,30.55,0,Web,Yape/Plin,Perú
100334,230,39,04/07/2023 00:00,5,27114,0,Web,Transferencia,Perú
100345,63,47,06/11/2025 00:00,5,48323,0,Distribuidor,Yape/Plin,Perú
100352,28,58,11/10/2025 00:00,5,269.73,0,Marketplace,Efectivo,Perú
100363,101,57,02/11/2025 00:00,5,7355,0,Distribuidor,Tarjeta,Perú
100365,30,56,08/02/2025 00:00,5,549.66,0,Distribuidor,Yape/Plin,Perú
100370,70,3,07/12/2025 00:00,5,196.98,0,Distribuidor,Tarjeta,Perú
100378,166,46,12/08/2024 00:00,5,491.76,0,Web,Tarjeta,Perú
100386,236,51,29/08/2025 00:00,5,51972,0,Marketplace,Tarjeta,Perú
100405,124,18,13/09/2025 00:00,5,84.37,0,Web,Yape/Plin,Perú
100406,30,56,16/02/2023 00:00,5,519.38,0,Marketplace,Tarjeta,Perú
100409,66,25,25/11/2025 00:00,5,228.09,0,Distribuidor,Transferencia,Perú
100412,174,34,17/10/2025 00:00,5,33.04,0,Distribuidor,Yape/Plin,Perú
100422,41,26,05/02/2025 00:00,5,253.67,0,Marketplace,Tarjeta,Perú
100426,30,35,17/12/2025 00:00,5,527.05,0,Tienda,Tarjeta,Perú
100437,212,46,31/12/2023 00:00,5,534.18,0,Web,Transferencia,Perú
100444,67,10,25/01/2024 00:00,5,14.28,0,Web,Tarjeta,Perú
100445,91,14,27/10/2024 00:00,5,64.24,0,Tienda,Yape/Plin,Perú
100449,124,28,22/02/2024 00:00,5,225.84,0,Web,Efectivo,Perú
100451,102,22,25/09/2023 00:00,5,2619,0,Tienda,Efectivo,Perú
100452,132,47,04/04/2024 00:00,5,491.3,0,Web,Transferencia,Perú
100469,232,38,01/09/2025 00:00,5,49923,0,Marketplace,Tarjeta,Perú
100493,67,40,24/09/2023 00:00,5,12243,0,Tienda,Yape/Plin,Perú
100496,209,23,05/10/2023 00:00,5,132.97,0,Web,Transferencia,Perú
100502,119,30,02/12/2024 00:00,5,176.88,0,Marketplace,Transferencia,Perú
100504,139,26,26/01/2025 00:00,5,267.59,0,Tienda,Yape/Plin,Perú
100532,126,56,27/02/2024 00:00,5,537.69,0,Tienda,Efectivo,Perú
100537,25,53,03/04/2023 00:00,5,206.82,0,Distribuidor,Efectivo,Perú
100557,222,24,17/05/2023 00:00,5,543.63,0,Marketplace,Efectivo,Perú
100576,186,32,28/06/2024 00:00,5,41482,0,Distribuidor,Efectivo,Perú
100583,205,24,06/10/2025 00:00,5,47795,0,Distribuidor,Transferencia,Perú
100584,87,9,28/09/2023 00:00,5,8747,0,Marketplace,Transferencia,Perú
100589,219,40,24/05/2024 00:00,5,1070,0,Marketplace,Transferencia,Perú
100602,236,6,30/05/2025 00:00,5,62.18,0,Marketplace,Yape/Plin,Perú
100604,18,9,27/05/2025 00:00,5,8109,0,Distribuidor,Efectivo,Perú
100622,20,44,05/08/2024 00:00,5,546.76,0,Marketplace,Transferencia,Perú
100623,117,24,02/08/2025 00:00,5,484.51,0,Marketplace,Tarjeta,Perú
100635,20,38,16/10/2023 00:00,5,5377,0,Tienda,Efectivo,Perú
100642,171,32,28/01/2023 00:00,5,467.59,0,Distribuidor,Efectivo,Perú
100655,70,42,14/06/2024 00:00,5,127.87,0,Web,Efectivo,Perú
100669,110,21,28/03/2024 00:00,5,125.11,0,Marketplace,Tarjeta,Perú
100691,92,11,11/08/2023 00:00,5,152.64,0,Tienda,Yape/Plin,Perú
100700,176,22,07/02/2025 00:00,5,29.25,0,Web,Yape/Plin,Perú
100706,219,34,22/07/2024 00:00,5,36.57,0,Tienda,Tarjeta,Perú
100708,64,18,09/10/2024 00:00,5,75.62,0,Marketplace,Tarjeta,Perú
100721,197,32,06/09/2024 00:00,5,455.2,0,Web,Transferencia,Perú
100740,124,54,29/01/2024 00:00,5,526.61,0,Distribuidor,Efectivo,Perú
100749,162,59,21/06/2025 00:00,5,513.46,0,Web,Transferencia,Perú
100760,159,41,03/09/2025 00:00,5,429.97,0,Web,Transferencia,Perú
100770,124,18,17/07/2024 00:00,5,83.5,0,Marketplace,Yape/Plin,Perú
100785,225,5,01/07/2024 00:00,5,45.45,0,Distribuidor,Efectivo,Perú
100803,101,58,28/04/2024 00:00,5,301.66,0,Tienda,Transferencia,Perú
100805,142,49,20/11/2025 00:00,5,183.48,0,Marketplace,Tarjeta,Perú
100808,186,1,28/11/2024 00:00,5,879.34,0,Web,Tarjeta,Perú
100815,219,20,01/04/2025 00:00,5,361,0,Marketplace,Tarjeta,Perú
100853,47,54,06/02/2024 00:00,5,54682,0,Web,Transferencia,Perú
100866,124,35,12/05/2023 00:00,5,58275,0,Tienda,Transferencia,Perú
100871,98,32,30/07/2023 00:00,5,465.9,0,Marketplace,Yape/Plin,Perú
100881,30,53,24/05/2025 00:00,5,199.43,0,Marketplace,Transferencia,Perú
100888,70,50,03/05/2024 00:00,5,199.11,0,Tienda,Efectivo,Perú
100892,126,4,23/07/2023 00:00,5,1836,0,Distribuidor,Transferencia,Perú
200223,231,30,16/11/2025 00:00,5,191.4,0,Web,Transferencia,México
200071,167,13,13/09/2024 00:00,5,30.87,0,Distribuidor,Efectivo,México
200012,223,36,29/07/2024 00:00,5,130.33,0,Distribuidor,Efectivo,México
200104,223,47,08/05/2023 00:00,5,502.31,0,Tienda,Transferencia,México
200068,17,46,15/08/2024 00:00,5,52805,0,Web,Yape/Plin,México
200057,152,5,03/04/2024 00:00,5,45.75,0,Marketplace,Yape/Plin,México
200067,151,21,04/03/2025 00:00,5,125.03,0,Tienda,Tarjeta,México
200065,89,44,02/02/2025 00:00,5,584.09,0,Web,Tarjeta,México
200023,165,36,17/02/2023 00:00,5,142.84,0,Distribuidor,Yape/Plin,México
200061,23,43,23/01/2024 00:00,5,234.48,0,Tienda,Tarjeta,México
200098,207,52,19/08/2024 00:00,5,587.39,0,Marketplace,Yape/Plin,México
200078,140,24,11/10/2025 00:00,5,533.69,0,Web,Tarjeta,México
200111,169,31,13/11/2024 00:00,5,464.07,0,Web,Efectivo,México
200164,97,55,12/08/2025 00:00,5,589.66,0,Tienda,Transferencia,México
200209,203,55,20/10/2025 00:00,5,590.93,0,Distribuidor,Yape/Plin,México
200045,202,12,05/08/2025 00:00,5,133.34,0,Web,Yape/Plin,México
200148,202,34,09/03/2024 00:00,5,30.93,0,Marketplace,Yape/Plin,México
200238,55,58,13/02/2024 00:00,5,297.66,0,Web,Yape/Plin,México
200073,135,45,04/05/2025 00:00,5,652.04,0,Tienda,Tarjeta,México
200091,88,38,26/06/2025 00:00,5,528.7,0,Web,Transferencia,México
200149,208,42,04/10/2024 00:00,5,12571,0,Marketplace,Efectivo,México
200243,31,53,21/03/2024 00:00,5,21213,0,Tienda,Efectivo,México
200271,115,43,29/08/2025 00:00,5,227.71,0,Marketplace,Efectivo,México
200287,200,45,03/02/2024 00:00,5,603.85,0,Marketplace,Yape/Plin,México
200289,127,58,11/09/2023 00:00,5,283.14,0,Marketplace,Efectivo,México
200301,202,34,18/02/2025 00:00,5,35.78,0,Marketplace,Tarjeta,México
200311,208,21,12/05/2023 00:00,5,108.01,0,Distribuidor,Efectivo,México
200315,129,14,06/05/2023 00:00,5,67.48,0,Marketplace,Transferencia,México
200335,233,18,04/03/2023 00:00,5,71.11,0,Distribuidor,Efectivo,México
200340,31,21,17/01/2024 00:00,5,116.14,0,Web,Transferencia,México
200348,36,35,28/02/2024 00:00,5,521.68,0,Distribuidor,Efectivo,México
200353,26,48,25/05/2025 00:00,5,240.09,0,Marketplace,Yape/Plin,México
200366,34,42,17/01/2024 00:00,5,127.05,0,Tienda,Transferencia,México
200369,54,54,02/05/2023 00:00,5,553.74,0,Web,Efectivo,México
200383,3,48,27/10/2024 00:00,5,23876,0,Distribuidor,Efectivo,México
200387,118,53,09/06/2023 00:00,5,213.99,0,Distribuidor,Yape/Plin,México
200392,169,15,15/03/2025 00:00,5,73.84,0,Marketplace,Efectivo,México
200404,37,42,08/02/2024 00:00,5,140.28,0,Tienda,Efectivo,México
200434,52,14,27/10/2024 00:00,5,63.38,0,Marketplace,Tarjeta,México
200439,143,48,17/05/2025 00:00,5,238.07,0,Distribuidor,Yape/Plin,México
200443,3,24,12/10/2023 00:00,5,539.03,0,Distribuidor,Yape/Plin,México
200450,135,1,11/01/2024 00:00,5,822.32,0,Web,Yape/Plin,México
200461,111,35,31/03/2023 00:00,5,58235,0,Marketplace,Efectivo,México
200464,34,20,17/06/2024 00:00,5,4176,0,Web,Transferencia,México
200468,100,46,05/07/2024 00:00,5,533.24,0,Web,Efectivo,México
200473,207,23,31/01/2024 00:00,5,139.16,0,Tienda,Yape/Plin,México
200488,6,48,22/02/2024 00:00,5,248.34,0,Tienda,Tarjeta,México
200505,237,14,13/07/2024 00:00,5,6813,0,Web,Yape/Plin,México
200508,59,59,25/04/2025 00:00,5,475.7,0,Tienda,Efectivo,México
200512,118,24,10/07/2023 00:00,5,535.3,0,Marketplace,Transferencia,México
200513,103,52,31/10/2024 00:00,5,56877,0,Distribuidor,Yape/Plin,México
200516,68,43,23/07/2023 00:00,5,219.71,0,Tienda,Efectivo,México
200517,111,14,12/12/2025 00:00,5,67.34,0,Distribuidor,Tarjeta,México
200526,115,58,09/10/2024 00:00,5,259.17,0,Distribuidor,Tarjeta,México
200558,144,39,25/07/2023 00:00,5,29834,0,Web,Yape/Plin,México
200563,167,8,11/08/2023 00:00,5,59.2,0,Marketplace,Transferencia,México
200564,52,15,11/12/2023 00:00,5,84.29,0,Tienda,Transferencia,México
200572,17,41,21/12/2024 00:00,5,447.45,0,Tienda,Tarjeta,México
200583,55,48,28/09/2025 00:00,5,222.74,0,Distribuidor,Transferencia,México
200589,202,40,24/06/2023 00:00,5,11127,0,Marketplace,Efectivo,México
200593,57,51,31/07/2025 00:00,5,558.53,0,Tienda,Efectivo,México
200597,221,25,26/05/2023 00:00,5,238.28,0,Distribuidor,Transferencia,México
200619,235,50,22/02/2023 00:00,5,187.75,0,Tienda,Transferencia,México
200620,169,25,15/01/2025 00:00,5,268.17,0,Distribuidor,Tarjeta,México
200625,23,41,21/05/2024 00:00,5,456.64,0,Marketplace,Yape/Plin,México
200640,6,35,26/04/2024 00:00,5,489.96,0,Distribuidor,Yape/Plin,México
200660,65,29,13/06/2023 00:00,5,44.47,0,Web,Tarjeta,México
200678,144,32,06/07/2024 00:00,5,496.06,0,Web,Transferencia,México
200702,152,5,12/05/2024 00:00,5,45.38,0,Marketplace,Transferencia,México
200703,40,13,10/03/2025 00:00,5,25.65,0,Tienda,Efectivo,México
200717,193,22,19/02/2025 00:00,5,27.06,0,Web,Transferencia,México
200739,140,34,05/05/2024 00:00,5,34.27,0,Tienda,Transferencia,México
200749,56,42,08/12/2024 00:00,5,129.81,0,Marketplace,Yape/Plin,México
200761,99,48,21/08/2024 00:00,5,252.59,0,Tienda,Yape/Plin,México
200762,31,25,30/09/2023 00:00,5,244.25,0,Marketplace,Efectivo,México
200768,128,26,28/04/2025 00:00,5,252.99,0,Marketplace,Tarjeta,México
200775,208,12,17/05/2024 00:00,5,145.22,0,Tienda,Efectivo,México
200778,115,18,08/02/2024 00:00,5,84.5,0,Distribuidor,Transferencia,México
200803,52,50,13/04/2024 00:00,5,181.23,0,Distribuidor,Transferencia,México
200815,37,45,25/09/2023 00:00,5,543.55,0,Marketplace,Tarjeta,México
200824,36,19,15/06/2024 00:00,5,132.58,0,Tienda,Tarjeta,México
200830,131,43,30/08/2023 00:00,5,252.46,0,Web,Tarjeta,México
200847,167,28,01/10/2023 00:00,5,227.23,0,Tienda,Efectivo,México
200861,89,18,12/11/2023 00:00,5,81.88,0,Distribuidor,Tarjeta,México
200868,237,31,18/08/2023 00:00,5,54223,0,Web,Transferencia,México
200870,191,53,03/11/2025 00:00,5,198.58,0,Marketplace,Transferencia,México
200880,202,50,18/01/2023 00:00,5,167.86,0,Marketplace,Tarjeta,México
200881,55,50,03/04/2025 00:00,5,192.96,0,Marketplace,Transferencia,México
200888,97,35,05/01/2023 00:00,5,540.25,0,Distribuidor,Efectivo,México
200889,155,27,16/06/2024 00:00,5,159.74,0,Web,Tarjeta,México
200891,34,55,06/10/2023 00:00,5,631.27,0,Distribuidor,Tarjeta,México
300144,141,55,04/05/2023 00:00,2,618.83,0,Tienda,Yape/Plin,Colombia
300034,2,32,20/01/2023 00:00,2,425.55,0,Marketplace,Transferencia,Colombia
300134,84,15,26/03/2025 00:00,2,78.37,0,Marketplace,Tarjeta,Colombia
300111,29,56,14/10/2024 00:00,2,570.66,0,Distribuidor,Yape/Plin,Colombia
300005,24,57,31/08/2023 00:00,2,73.83,0,Web,Transferencia,Colombia
300007,194,25,21/02/2024 00:00,2,235,0,Distribuidor,Transferencia,Colombia
300056,192,45,06/05/2025 00:00,2,546.04,0,Web,Tarjeta,Colombia
300017,78,35,10/11/2025 00:00,2,524.76,0,Distribuidor,Transferencia,Colombia
300146,150,34,12/04/2025 00:00,2,35.25,0,Tienda,Yape/Plin,Colombia
300020,196,31,20/01/2024 00:00,2,493.45,0,Web,Efectivo,Colombia
300095,201,9,06/07/2023 00:00,2,80.04,0,Distribuidor,Tarjeta,Colombia
300091,187,57,25/03/2024 00:00,2,73.35,0,Distribuidor,Yape/Plin,Colombia
300186,177,19,06/07/2025 00:00,2,110.47,0,Web,Transferencia,Colombia
300032,188,57,02/05/2023 00:00,2,63.85,0,Distribuidor,Efectivo,Colombia
300169,188,26,30/06/2023 00:00,2,267.25,0,Distribuidor,Yape/Plin,Colombia
300065,93,25,22/02/2025 00:00,2,264.45,0,Distribuidor,Yape/Plin,Colombia
300062,46,5,01/03/2024 00:00,2,4799,0,Marketplace,Efectivo,Colombia
300213,51,25,08/08/2023 00:00,2,247.36,0,Tienda,Efectivo,Colombia
300119,49,14,19/08/2024 00:00,2,74.56,0,Tienda,Efectivo,Colombia
300061,145,43,16/10/2025 00:00,2,22153,0,Marketplace,Tarjeta,Colombia
300174,145,54,08/03/2023 00:00,2,54325,0,Tienda,Efectivo,Colombia
300068,227,14,02/06/2023 00:00,2,76.81,0,Distribuidor,Efectivo,Colombia
300196,234,46,28/06/2024 00:00,2,533.9,0,Distribuidor,Tarjeta,Colombia
300216,79,43,12/12/2023 00:00,2,210.05,0,Web,Transferencia,Colombia
